mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.09209203720092773,0.0409136002651295,0.004240226745605469,0.0034349783545873603,10,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",0.9545454545454546,0.8828671328671328,0.7745454545454545,0.9618181818181818,0.8717948717948718,0.8891142191142191,0.06787061286871761,62
0.14663329124450683,0.0047304796493324395,0.0068399906158447266,0.0030098103751364583,10,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",0.9615384615384616,0.8933566433566433,0.7872727272727272,0.96,0.858974358974359,0.8922284382284381,0.06560437761652682,33
0.2232654571533203,0.007975187784990873,0.010809087753295898,0.0049004977868348735,10,4,2,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 300}",0.9615384615384615,0.8968531468531469,0.7909090909090909,0.9636363636363636,0.8644688644688645,0.8954811854811855,0.06466476834450693,6
0.07492318153381347,0.013593028885589614,0.004143810272216797,0.0017793696861226952,10,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",0.9545454545454546,0.8828671328671328,0.7745454545454545,0.9618181818181818,0.8717948717948718,0.8891142191142191,0.06787061286871761,62
0.14681601524353027,0.004254101601869721,0.005048227310180664,0.0007568075466502994,10,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",0.9615384615384616,0.8933566433566433,0.7872727272727272,0.96,0.858974358974359,0.8922284382284381,0.06560437761652682,33
0.23521089553833008,0.049271706733754535,0.009116268157958985,0.0044345963042139586,10,4,5,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 300}",0.9615384615384615,0.8968531468531469,0.7909090909090909,0.9636363636363636,0.8644688644688645,0.8954811854811855,0.06466476834450693,6
0.08128046989440918,0.007908413965494847,0.00477895736694336,0.0018156034979745987,10,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",0.9615384615384615,0.8881118881118881,0.7890909090909092,0.9636363636363636,0.8681318681318682,0.8941018981018981,0.06499286495406725,17
0.17192187309265136,0.053518722364548556,0.008790922164916993,0.00603611734678955,10,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",0.958041958041958,0.8933566433566433,0.7818181818181817,0.96,0.8571428571428572,0.8900719280719279,0.06681892974663435,56
0.19934358596801757,0.005382250719283084,0.009549236297607422,0.003984764759818015,10,4,10,300,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 300}",0.958041958041958,0.8933566433566433,0.7836363636363636,0.9636363636363636,0.8681318681318682,0.8933606393606393,0.06602765784992004,21
0.09202413558959961,0.01567720240029165,0.0035225868225097655,0.0011618941574945156,20,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",0.9493006993006993,0.8662587412587411,0.7827272727272727,0.9554545454545454,0.8663003663003663,0.884008325008325,0.06364609592556159,79
